Name,Win rate,Loss rate,Team,Games Played,Average Goals,Average Freekicks scored,Average Assists,Average Shots,Average Shots on target,Average Passes,Average Big chances created,Average Crosses,Average Tackles,Average Interceptions,Average Yellow cards,Average Red cards,Average Fouls
James Milner,0.513911620294599,0.24058919803600654,Liverpool,611,0.09001636661211129,0.006546644844517185,0.14238952536824878,0.8576104746317512,0.2569558101472995,29.729950900163665,0.08183306055646482,3.8821603927986907,1.4369885433715222,0.7855973813420621,0.11620294599018004,0.004909983633387889,0.7937806873977087
Naby Keita,0.7380952380952381,0.09523809523809523,Liverpool,84,0.08333333333333333,0.0,0.05952380952380952,1.0,0.30952380952380953,35.07142857142857,0.10714285714285714,0.2976190476190476,1.5357142857142858,0.5595238095238095,0.07142857142857142,0.0,0.9523809523809523
Jordan Henderson,0.5437352245862884,0.2222222222222222,Liverpool,423,0.07801418439716312,0.004728132387706856,0.1276595744680851,0.9574468085106383,0.26713947990543735,54.47517730496454,0.14657210401891252,2.127659574468085,1.7777777777777777,1.2127659574468086,0.09219858156028368,0.004728132387706856,0.8108747044917257
Alex Oxlade-Chamberlain,0.5829787234042553,0.225531914893617,Liverpool,235,0.0851063829787234,0.0,0.10212765957446808,1.1617021276595745,0.3191489361702128,22.04255319148936,0.13617021276595745,1.9446808510638298,0.902127659574468,0.6085106382978723,0.0425531914893617,0.0,0.5106382978723404
Curtis Jones,0.5818181818181818,0.16363636363636364,Liverpool,55,0.05454545454545454,0.0,0.07272727272727272,0.9090909090909091,0.34545454545454546,35.50909090909091,0.09090909090909091,0.36363636363636365,0.7818181818181819,0.509090909090909,0.07272727272727272,0.0,0.6727272727272727
Harvey Elliott,0.5135135135135135,0.2972972972972973,Liverpool U19,37,0.02702702702702703,0.0,0.05405405405405406,1.0810810810810811,0.32432432432432434,30.675675675675677,0.1891891891891892,1.1891891891891893,0.6756756756756757,0.4864864864864865,0.02702702702702703,0.0,0.3783783783783784
Fabio Carvalho,0.3125,0.375,Liverpool,16,0.1875,0.0,0.0,1.25,0.5625,13.75,0.0625,0.375,1.0625,0.375,0.0,0.0,0.5625
Bobby Clark,1.0,0.0,Liverpool,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ilkay Gundogan,0.7595628415300546,0.14207650273224043,Manchester City,183,0.2185792349726776,0.00546448087431694,0.08196721311475409,1.540983606557377,0.4918032786885246,54.48087431693989,0.14207650273224043,1.459016393442623,0.8579234972677595,0.7431693989071039,0.08196721311475409,0.0,0.4644808743169399
Jack Grealish,0.4589041095890411,0.3767123287671233,Manchester City,146,0.15753424657534246,0.0,0.17123287671232876,1.5890410958904109,0.547945205479452,33.11643835616438,0.2808219178082192,2.410958904109589,0.8013698630136986,0.4794520547945205,0.136986301369863,0.0,0.8698630136986302
Rodri,0.7251908396946565,0.1450381679389313,Manchester City,131,0.10687022900763359,0.0,0.0916030534351145,1.1221374045801527,0.3282442748091603,82.3587786259542,0.0916030534351145,0.2824427480916031,1.9236641221374047,0.9083969465648855,0.17557251908396945,0.0,1.2900763358778626
Kevin De Bruyne,0.6974789915966386,0.13445378151260504,Manchester City,238,0.2605042016806723,0.01680672268907563,0.42436974789915966,2.4411764705882355,0.8613445378151261,51.05042016806723,0.6722689075630253,6.894957983193278,1.2605042016806722,0.46218487394957986,0.07563025210084033,0.0,0.7857142857142857
Bernardo Silva,0.7628865979381443,0.12371134020618557,Manchester City,194,0.17010309278350516,0.0,0.17010309278350516,1.2216494845360826,0.4793814432989691,43.86082474226804,0.21649484536082475,1.768041237113402,1.231958762886598,0.5670103092783505,0.11855670103092783,0.0,0.6958762886597938
Phil Foden,0.7768595041322314,0.11570247933884298,Manchester City,121,0.2727272727272727,0.0,0.14049586776859505,1.5289256198347108,0.6776859504132231,26.818181818181817,0.19008264462809918,2.6611570247933884,0.6115702479338843,0.30578512396694213,0.01652892561983471,0.0,0.4214876033057851
Cole Palmer,1.0,0.0,Manchester City,15,0.0,0.0,0.0,0.4,0.06666666666666667,8.933333333333334,0.06666666666666667,0.4666666666666667,0.4,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333
Kalvin Phillips,0.5,0.25,Manchester City,56,0.017857142857142856,0.017857142857142856,0.05357142857142857,0.5714285714285714,0.14285714285714285,44.392857142857146,0.10714285714285714,1.6607142857142858,2.375,1.2678571428571428,0.26785714285714285,0.0,1.5
Sergio Gomez,1.0,0.0,Manchester City,8,0.0,0.0,0.125,0.5,0.0,17.625,0.0,0.625,0.625,0.25,0.0,0.0,0.0
Maximo Perrone,1.0,0.0,Manchester City,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,0.5190839694656488,0.22900763358778625,Manchester United,131,0.061068702290076333,0.0,0.04580152671755725,0.9236641221374046,0.25190839694656486,47.42748091603053,0.11450381679389313,0.7709923664122137,2.0839694656488548,1.1145038167938932,0.19083969465648856,0.0,1.2748091603053435
Bruno Fernandes,0.5258620689655172,0.20689655172413793,Manchester United,116,0.35344827586206895,0.008620689655172414,0.2672413793103448,2.75,1.0603448275862069,54.01724137931034,0.5258620689655172,4.353448275862069,1.646551724137931,0.6293103448275862,0.20689655172413793,0.0,1.0258620689655173
Scott McTominay,0.524822695035461,0.22695035460992907,Manchester United,141,0.0851063829787234,0.0,0.02127659574468085,0.7801418439716312,0.2553191489361702,34.02127659574468,0.05673758865248227,0.3546099290780142,1.50354609929078,0.950354609929078,0.1773049645390071,0.0,1.3120567375886525
Facundo Pellistri,0.0,0.3333333333333333,Manchester United,3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
Donny van de Beek,0.4878048780487805,0.3902439024390244,Manchester United,41,0.07317073170731707,0.0,0.024390243902439025,0.2682926829268293,0.07317073170731707,14.804878048780488,0.04878048780487805,0.14634146341463414,0.8780487804878049,0.36585365853658536,0.04878048780487805,0.0,0.43902439024390244
Christian Eriksen,0.5658914728682171,0.24806201550387597,Manchester United,258,0.2054263565891473,0.031007751937984496,0.28294573643410853,2.4573643410852712,0.8992248062015504,51.54651162790697,0.32170542635658916,5.317829457364341,1.178294573643411,0.686046511627907,0.08139534883720931,0.0,0.4418604651162791
Casemiro,0.65,0.15,Manchester United,20,0.1,0.0,0.15,0.85,0.25,47.4,0.3,0.65,3.0,1.3,0.25,0.1,1.8
Kobbie Mainoo,1.0,0.0,Manchester United,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Sabitzer,0.625,0.25,Manchester United,8,0.0,0.0,0.125,1.125,0.375,31.625,0.375,0.5,1.375,0.75,0.125,0.0,0.75
Matt Ritchie,0.3,0.43529411764705883,Newcastle United,170,0.06470588235294118,0.0,0.1411764705882353,1.3352941176470587,0.31176470588235294,29.923529411764704,0.2,5.670588235294118,1.3294117647058823,1.035294117647059,0.18235294117647058,0.0,1.0823529411764705
Ryan Fraser,0.2774566473988439,0.4624277456647399,Newcastle United,173,0.10404624277456648,0.005780346820809248,0.1791907514450867,1.0115606936416186,0.4393063583815029,24.283236994219653,0.2774566473988439,5.2601156069364166,0.42196531791907516,0.4682080924855491,0.06358381502890173,0.005780346820809248,0.3352601156069364
Jacob Murphy,0.3170731707317073,0.42276422764227645,Newcastle United,123,0.04065040650406504,0.008130081300813009,0.07317073170731707,0.8292682926829268,0.23577235772357724,12.520325203252032,0.13008130081300814,1.7235772357723578,0.967479674796748,0.3983739837398374,0.056910569105691054,0.0,0.4796747967479675
Miguel Almiron,0.34558823529411764,0.3602941176470588,Newcastle United,136,0.14705882352941177,0.0,0.029411764705882353,1.411764705882353,0.47794117647058826,23.125,0.07352941176470588,1.0514705882352942,1.5735294117647058,0.6691176470588235,0.08823529411764706,0.0,0.6470588235294118
Joe Willock,0.4017857142857143,0.29464285714285715,Newcastle United,112,0.125,0.0,0.044642857142857144,1.0714285714285714,0.375,17.758928571428573,0.08035714285714286,0.7410714285714286,1.5267857142857142,0.5982142857142857,0.03571428571428571,0.0,0.8035714285714286
Sean Longstaff,0.4074074074074074,0.3333333333333333,Newcastle United,108,0.037037037037037035,0.0,0.05555555555555555,0.8333333333333334,0.2037037037037037,28.51851851851852,0.08333333333333333,0.9351851851851852,1.6203703703703705,0.6759259259259259,0.08333333333333333,0.009259259259259259,0.7777777777777778
Bruno Guimaraes,0.6341463414634146,0.17073170731707318,Newcastle United,41,0.1951219512195122,0.0,0.12195121951219512,1.048780487804878,0.43902439024390244,40.5609756097561,0.12195121951219512,0.6097560975609756,2.4634146341463414,0.8536585365853658,0.1951219512195122,0.0,1.1219512195121952
Elliot Anderson,0.5,0.25,Bristol Rovers,16,0.0,0.0,0.0,0.4375,0.1875,5.875,0.0625,0.25,0.5625,0.25,0.0,0.0,0.25
Matty Longstaff,0.14285714285714285,0.5714285714285714,Mansfield Town,14,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,28.142857142857142,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.07142857142857142,0.0,0.6428571428571429
Jack Colback,0.2789473684210526,0.45789473684210524,Nottingham Forest,190,0.04736842105263158,0.0,0.05263157894736842,0.46842105263157896,0.14210526315789473,31.889473684210525,0.05263157894736842,1.3842105263157896,2.2473684210526317,1.6578947368421053,0.19473684210526315,0.005263157894736842,1.194736842105263
Cafu,1.0,0.0,Nottingham Forest,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Yates,0.19047619047619047,0.47619047619047616,Nottingham Forest,21,0.0,0.0,0.09523809523809523,1.1904761904761905,0.23809523809523808,23.285714285714285,0.09523809523809523,0.2857142857142857,1.3333333333333333,0.38095238095238093,0.19047619047619047,0.0,1.8571428571428572
Harry Arter,0.2978723404255319,0.4787234042553192,Nottingham Forest,94,0.031914893617021274,0.0,0.05319148936170213,1.3191489361702127,0.2553191489361702,45.5531914893617,0.0425531914893617,0.5319148936170213,2.351063829787234,1.0957446808510638,0.3404255319148936,0.010638297872340425,0.9680851063829787
Jesse Lingard,0.4725274725274725,0.2802197802197802,Nottingham Forest,182,0.15934065934065933,0.0,0.07692307692307693,1.3076923076923077,0.5439560439560439,25.252747252747252,0.1043956043956044,0.945054945054945,0.8516483516483516,0.33516483516483514,0.10989010989010989,0.0,0.9560439560439561
Cheikhou Kouyate,0.31135531135531136,0.3992673992673993,Nottingham Forest,273,0.054945054945054944,0.0,0.040293040293040296,0.6813186813186813,0.21978021978021978,29.534798534798536,0.02197802197802198,0.4065934065934066,2.1025641025641026,1.4102564102564104,0.1282051282051282,0.003663003663003663,1.1868131868131868
Remo Freuler,0.18518518518518517,0.5185185185185185,Nottingham Forest,27,0.0,0.0,0.0,0.2962962962962963,0.037037037037037035,30.296296296296298,0.0,0.14814814814814814,1.5925925925925926,1.037037037037037,0.14814814814814814,0.0,0.8888888888888888
Morgan Gibbs-White,0.2631578947368421,0.4868421052631579,Nottingham Forest,76,0.039473684210526314,0.0,0.07894736842105263,0.9473684210526315,0.27631578947368424,19.13157894736842,0.11842105263157894,2.3421052631578947,0.5,0.2236842105263158,0.09210526315789473,0.0,0.6052631578947368
Orel Mangala,0.25,0.45,Midfielder,20,0.05,0.0,0.0,0.35,0.1,18.2,0.0,0.25,0.8,0.65,0.15,0.0,0.65
Gustavo Scarpa,0.3333333333333333,0.5,Nottingham Forest,6,0.0,0.0,0.0,1.0,0.16666666666666666,11.833333333333334,0.0,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.0,0.6666666666666666
Danilo,0.14285714285714285,0.42857142857142855,Nottingham Forest,7,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,17.714285714285715,0.0,0.0,1.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857
Jonjo Shelvey,0.3597122302158273,0.39928057553956836,Nottingham Forest,278,0.08273381294964029,0.007194244604316547,0.09712230215827339,1.6079136690647482,0.49280575539568344,40.992805755395686,0.12949640287769784,2.683453237410072,1.1870503597122302,0.935251798561151,0.16546762589928057,0.017985611510791366,0.8489208633093526
James Ward-Prowse,0.31547619047619047,0.4226190476190476,Southampton,336,0.13988095238095238,0.050595238095238096,0.10714285714285714,1.1339285714285714,0.4851190476190476,37.875,0.16071428571428573,5.544642857142857,1.2767857142857142,0.9226190476190477,0.12202380952380952,0.005952380952380952,0.8541666666666666
Stuart Armstrong,0.3076923076923077,0.4755244755244755,Southampton,143,0.1048951048951049,0.0,0.06993006993006994,1.3356643356643356,0.3986013986013986,25.384615384615383,0.06293706293706294,1.0,1.1888111888111887,0.43356643356643354,0.1048951048951049,0.0,0.7342657342657343
Moussa Djenepo,0.28169014084507044,0.5492957746478874,Southampton,71,0.04225352112676056,0.0,0.056338028169014086,0.676056338028169,0.18309859154929578,13.380281690140846,0.056338028169014086,0.676056338028169,1.4788732394366197,0.4507042253521127,0.16901408450704225,0.014084507042253521,0.9436619718309859
Mohamed Elyounoussi,0.2054794520547945,0.547945205479452,Southampton,73,0.0547945205479452,0.0,0.0410958904109589,1.2876712328767124,0.4520547945205479,18.273972602739725,0.0821917808219178,1.4657534246575343,1.2191780821917808,0.5342465753424658,0.0958904109589041,0.0,0.9315068493150684
Ibrahima Diallo,0.27419354838709675,0.5,Southampton,62,0.0,0.0,0.03225806451612903,0.3387096774193548,0.08064516129032258,23.048387096774192,0.03225806451612903,0.2903225806451613,1.2096774193548387,0.4032258064516129,0.11290322580645161,0.0,0.7580645161290323
Romeo Lavia,0.22727272727272727,0.6363636363636364,Southampton,22,0.045454545454545456,0.0,0.0,0.4090909090909091,0.13636363636363635,33.72727272727273,0.0,0.09090909090909091,1.9090909090909092,1.1363636363636365,0.3181818181818182,0.0,0.8636363636363636
Joe Aribo,0.15,0.7,Southampton,20,0.1,0.0,0.0,0.7,0.4,17.95,0.1,0.4,1.5,0.4,0.1,0.0,0.45
Ainsley Maitland-Niles,0.4,0.38095238095238093,Southampton,105,0.009523809523809525,0.0,0.02857142857142857,0.2761904761904762,0.08571428571428572,29.63809523809524,0.047619047619047616,0.8666666666666667,1.7523809523809524,1.0857142857142856,0.10476190476190476,0.01904761904761905,0.5904761904761905
Carlos Alcaraz,0.2727272727272727,0.5454545454545454,Southampton,11,0.18181818181818182,0.0,0.0,1.4545454545454546,0.5454545454545454,14.090909090909092,0.0,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.0,0.7272727272727273
Kamaldeen Sulemana,0.18181818181818182,0.6363636363636364,Southampton,11,0.0,0.0,0.0,1.5454545454545454,0.2727272727272727,16.90909090909091,0.09090909090909091,1.3636363636363635,0.9090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.8181818181818182
Pierre-Emile Hojbjerg,0.41784037558685444,0.37089201877934275,Tottenham Hotspur,213,0.056338028169014086,0.0,0.06572769953051644,1.0140845070422535,0.30985915492957744,61.140845070422536,0.07042253521126761,0.5915492957746479,2.1784037558685445,1.4788732394366197,0.16901408450704225,0.009389671361502348,1.2769953051643192
Ryan Sessegnon,0.3835616438356164,0.4794520547945205,Tottenham Hotspur,73,0.0547945205479452,0.0,0.1095890410958904,0.726027397260274,0.2465753424657534,19.986301369863014,0.1917808219178082,2.0136986301369864,0.958904109589041,0.4794520547945205,0.0821917808219178,0.0,0.7945205479452054
Dejan Kulusevski,0.5609756097560976,0.2682926829268293,Tottenham Hotspur,41,0.17073170731707318,0.0,0.34146341463414637,1.5121951219512195,0.43902439024390244,25.21951219512195,0.2926829268292683,1.8048780487804879,1.2439024390243902,0.5609756097560976,0.0975609756097561,0.0,1.146341463414634
Oliver Skipp,0.5918367346938775,0.24489795918367346,Tottenham Hotspur,49,0.02040816326530612,0.0,0.0,0.2653061224489796,0.08163265306122448,30.571428571428573,0.02040816326530612,0.30612244897959184,1.2040816326530612,0.40816326530612246,0.22448979591836735,0.0,0.7142857142857143
Rodrigo Bentancur,0.6,0.3142857142857143,Tottenham Hotspur,35,0.14285714285714285,0.0,0.17142857142857143,0.8285714285714286,0.3142857142857143,53.25714285714286,0.17142857142857143,0.7142857142857143,2.3142857142857145,1.1428571428571428,0.37142857142857144,0.0,1.3142857142857143
Ivan Perisic,0.4827586206896552,0.3448275862068966,Tottenham Hotspur,29,0.034482758620689655,0.0,0.2413793103448276,0.896551724137931,0.20689655172413793,23.79310344827586,0.3103448275862069,6.137931034482759,1.206896551724138,0.6206896551724138,0.20689655172413793,0.0,0.9310344827586207
Yves Bissouma,0.3181818181818182,0.4015151515151515,Tottenham Hotspur,132,0.022727272727272728,0.0,0.015151515151515152,0.8712121212121212,0.13636363636363635,36.15909090909091,0.03787878787878788,0.1893939393939394,2.2954545454545454,1.3409090909090908,0.24242424242424243,0.007575757575757576,1.2878787878787878
Pape Sarr,0.5,0.375,Tottenham Hotspur,8,0.0,0.0,0.0,0.25,0.0,14.25,0.0,0.0,0.75,0.625,0.125,0.0,0.5
Arnaut Danjuma,0.11764705882352941,0.7058823529411765,Tottenham Hotspur,17,0.058823529411764705,0.0,0.0,0.9411764705882353,0.35294117647058826,14.235294117647058,0.0,0.6470588235294118,0.35294117647058826,0.47058823529411764,0.0,0.0,0.0
Pablo Fornals,0.3769230769230769,0.4153846153846154,West Ham United,130,0.1076923076923077,0.0,0.1,1.1307692307692307,0.3384615384615385,28.692307692307693,0.14615384615384616,1.823076923076923,1.2769230769230768,0.7615384615384615,0.07692307692307693,0.0,0.6076923076923076
Manuel Lanzini,0.32954545454545453,0.4147727272727273,West Ham United,176,0.14772727272727273,0.005681818181818182,0.09659090909090909,1.2784090909090908,0.4034090909090909,38.44886363636363,0.125,1.6420454545454546,0.9034090909090909,0.8238636363636364,0.125,0.0,0.39204545454545453
Tomas Soucek,0.3793103448275862,0.3879310344827586,West Ham United,116,0.16379310344827586,0.0,0.02586206896551724,1.3189655172413792,0.43103448275862066,35.62931034482759,0.05172413793103448,0.31896551724137934,2.060344827586207,1.5344827586206897,0.10344827586206896,0.008620689655172414,1.3879310344827587
Declan Rice,0.36548223350253806,0.39593908629441626,West Ham United,197,0.04060913705583756,0.0,0.050761421319796954,0.7157360406091371,0.18781725888324874,46.807106598984774,0.04568527918781726,0.6903553299492385,2.3197969543147208,1.6700507614213198,0.1319796954314721,0.0,0.6751269035532995
Flynn Downes,0.3125,0.4375,West Ham United,16,0.0,0.0,0.0,0.1875,0.0,11.25,0.0,0.1875,0.6875,0.25,0.0625,0.0,0.375
Lucas Paqueta,0.23809523809523808,0.42857142857142855,West Ham United,21,0.09523809523809523,0.0,0.09523809523809523,1.9047619047619047,0.5238095238095238,38.285714285714285,0.047619047619047616,0.8095238095238095,2.2857142857142856,0.5714285714285714,0.19047619047619047,0.0,1.7142857142857142
Ruben Neves,0.35294117647058826,0.3941176470588235,Wolverhampton Wanderers,170,0.11764705882352941,0.01764705882352941,0.047058823529411764,1.7647058823529411,0.4176470588235294,56.50588235294118,0.08235294117647059,0.9235294117647059,2.1,1.6235294117647059,0.25882352941176473,0.0,0.9705882352941176
Daniel Podence,0.39080459770114945,0.39080459770114945,Wolverhampton Wanderers,87,0.13793103448275862,0.0,0.05747126436781609,1.3333333333333333,0.5632183908045977,20.977011494252874,0.16091954022988506,1.5977011494252873,0.6896551724137931,0.3563218390804598,0.11494252873563218,0.0,0.5977011494252874
Joao Moutinho,0.37572254335260113,0.37572254335260113,Wolverhampton Wanderers,173,0.028901734104046242,0.005780346820809248,0.10404624277456648,0.5202312138728323,0.1329479768786127,48.01156069364162,0.12716763005780346,4.023121387283237,2.346820809248555,1.092485549132948,0.12138728323699421,0.005780346820809248,1.1734104046242775
Joseph Hodge,0.4,0.4,Wolverhampton Wanderers,5,0.0,0.0,0.0,0.2,0.0,16.4,0.0,0.2,1.0,0.0,0.2,0.0,0.4
Matheus Nunes,0.3333333333333333,0.4444444444444444,Wolverhampton Wanderers,27,0.037037037037037035,0.0,0.037037037037037035,0.8888888888888888,0.25925925925925924,29.333333333333332,0.07407407407407407,1.2962962962962963,2.111111111111111,0.4074074074074074,0.037037037037037035,0.037037037037037035,1.2222222222222223
Boubacar Traore,0.125,0.75,Wolverhampton Wanderers,8,0.0,0.0,0.125,0.375,0.0,15.125,0.125,0.125,1.25,0.875,0.25,0.0,1.25
Mario Lemina,0.22093023255813954,0.4418604651162791,Wolverhampton Wanderers,86,0.03488372093023256,0.0,0.023255813953488372,0.8604651162790697,0.1744186046511628,35.872093023255815,0.046511627906976744,0.27906976744186046,2.2325581395348837,1.3953488372093024,0.16279069767441862,0.011627906976744186,1.2209302325581395
Pablo Sarabia,0.45454545454545453,0.36363636363636365,Wolverhampton Wanderers,11,0.09090909090909091,0.0,0.0,1.3636363636363635,0.45454545454545453,24.272727272727273,0.09090909090909091,3.6363636363636362,1.0,0.09090909090909091,0.2727272727272727,0.0,1.0909090909090908
Joao Gomes,0.5,0.5,Wolverhampton Wanderers,6,0.16666666666666666,0.0,0.0,0.5,0.16666666666666666,26.5,0.0,1.0,3.1666666666666665,0.3333333333333333,0.6666666666666666,0.0,2.0
