Name,Win rate,Loss rate,Team,Games Played,Average Goals,Average Headed goals,Average Penalties scored,Average Freekicks scored,Average Assists,Average Shots,Average Shots on target,Average Hit woodworks,Average Big chances missed,Average Passes,Average Big chances created,Average Yellow cards,Average Red cards,Average Fouls,Average Offsides
Marcus Rashford,0.5236051502145923,0.21030042918454936,Manchester United,233,0.31759656652360513,0.030042918454935622,0.02575107296137339,0.004291845493562232,0.15450643776824036,2.060085836909871,0.927038626609442,0.04721030042918455,0.2918454935622318,22.047210300429185,0.17167381974248927,0.08583690987124463,0.004291845493562232,0.5965665236051502,0.45493562231759654
Jadon Sancho,0.46808510638297873,0.2553191489361702,Manchester United,47,0.14893617021276595,0.0,0.0,0.0,0.10638297872340426,0.851063829787234,0.3404255319148936,0.0,0.10638297872340426,31.0,0.14893617021276595,0.0,0.0,0.2553191489361702,0.2765957446808511
Anthony Elanga,0.5128205128205128,0.3076923076923077,Manchester United,39,0.07692307692307693,0.05128205128205128,0.0,0.0,0.07692307692307693,0.8461538461538461,0.3076923076923077,0.02564102564102564,0.1282051282051282,15.051282051282051,0.1282051282051282,0.0,0.0,0.3333333333333333,0.1794871794871795
Anthony Martial,0.5372340425531915,0.22872340425531915,Manchester United,188,0.3191489361702128,0.031914893617021274,0.015957446808510637,0.0,0.14893617021276595,1.7606382978723405,0.8191489361702128,0.026595744680851064,0.22872340425531915,23.5531914893617,0.21808510638297873,0.0425531914893617,0.005319148936170213,0.776595744680851,0.3776595744680851
Antony,0.5555555555555556,0.2222222222222222,Manchester United,18,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,2.9444444444444446,1.1111111111111112,0.1111111111111111,0.1111111111111111,32.27777777777778,0.05555555555555555,0.2222222222222222,0.0,0.6111111111111112,0.1111111111111111
Wout Weghorst,0.3548387096774194,0.3870967741935484,Manchester United,31,0.06451612903225806,0.03225806451612903,0.0,0.0,0.12903225806451613,1.2903225806451613,0.3870967741935484,0.06451612903225806,0.22580645161290322,18.677419354838708,0.0967741935483871,0.12903225806451613,0.0,1.2903225806451613,0.41935483870967744
Joelinton,0.33076923076923076,0.35384615384615387,Newcastle United,130,0.1076923076923077,0.015384615384615385,0.007692307692307693,0.0,0.046153846153846156,1.376923076923077,0.5076923076923077,0.046153846153846156,0.13846153846153847,25.153846153846153,0.08461538461538462,0.2230769230769231,0.0,1.2846153846153847,0.23076923076923078
Callum Wilson,0.3316062176165803,0.42487046632124353,Newcastle United,193,0.36787564766839376,0.07253886010362694,0.06217616580310881,0.0,0.10880829015544041,1.83419689119171,0.7616580310880829,0.05181347150259067,0.34196891191709844,12.103626943005182,0.14507772020725387,0.11398963730569948,0.0,1.3523316062176165,0.7512953367875648
Allan Saint-Maximin,0.3867924528301887,0.33962264150943394,Newcastle United,106,0.11320754716981132,0.009433962264150943,0.0,0.0,0.16981132075471697,1.5566037735849056,0.6698113207547169,0.02830188679245283,0.10377358490566038,17.735849056603772,0.2641509433962264,0.0660377358490566,0.0,0.5094339622641509,0.20754716981132076
Alexander Isak,0.42857142857142855,0.2857142857142857,Newcastle United,14,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,2.2857142857142856,1.4285714285714286,0.0,0.2857142857142857,12.285714285714286,0.0,0.14285714285714285,0.0,0.8571428571428571,0.2857142857142857
Anthony Gordon,0.273972602739726,0.5068493150684932,Newcastle United,73,0.0958904109589041,0.0,0.0,0.0,0.0410958904109589,1.095890410958904,0.4794520547945205,0.0,0.0684931506849315,15.32876712328767,0.0821917808219178,0.1506849315068493,0.0,0.821917808219178,0.1917808219178082
Sam Surridge,0.25,0.5416666666666666,Nottingham Forest,24,0.041666666666666664,0.0,0.0,0.0,0.0,0.5416666666666666,0.125,0.0,0.125,3.5416666666666665,0.0,0.08333333333333333,0.0,0.5416666666666666,0.08333333333333333
Alex Mighten,0.0,1.0,Nottingham Forest,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brennan Johnson,0.1875,0.5,Nottingham Forest,32,0.25,0.0,0.03125,0.0,0.0625,1.5625,0.8125,0.0625,0.15625,12.0625,0.09375,0.1875,0.0,1.0625,0.53125
Taiwo Awoniyi,0.14285714285714285,0.5714285714285714,Nottingham Forest,21,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,1.1904761904761905,0.38095238095238093,0.09523809523809523,0.3333333333333333,7.0,0.047619047619047616,0.047619047619047616,0.0,0.6190476190476191,0.47619047619047616
Emmanuel Dennis,0.11764705882352941,0.7254901960784313,Nottingham Forest,51,0.23529411764705882,0.0784313725490196,0.0,0.0,0.1568627450980392,1.5686274509803921,0.6274509803921569,0.0392156862745098,0.09803921568627451,14.470588235294118,0.1568627450980392,0.19607843137254902,0.0196078431372549,1.411764705882353,0.3137254901960784
Alex Mighten,0.0,1.0,Nottingham Forest,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chris Wood,0.33163265306122447,0.39285714285714285,Nottingham Forest,196,0.28061224489795916,0.09183673469387756,0.025510204081632654,0.0,0.03571428571428571,1.5408163265306123,0.7244897959183674,0.05102040816326531,0.33163265306122447,15.178571428571429,0.05612244897959184,0.025510204081632654,0.0,0.8163265306122449,0.8826530612244898
Andre Ayew,0.24242424242424243,0.48484848484848486,Nottingham Forest,99,0.21212121212121213,0.06060606060606061,0.0,0.010101010101010102,0.09090909090909091,1.3232323232323233,0.5454545454545454,0.050505050505050504,0.1717171717171717,21.484848484848484,0.10101010101010101,0.1111111111111111,0.0,0.7474747474747475,0.21212121212121213
Adam Armstrong,0.1746031746031746,0.6031746031746031,Southampton,63,0.047619047619047616,0.0,0.0,0.0,0.06349206349206349,1.1904761904761905,0.4126984126984127,0.0,0.09523809523809523,9.904761904761905,0.06349206349206349,0.06349206349206349,0.0,0.5555555555555556,0.07936507936507936
Che Adams,0.2975206611570248,0.4793388429752066,Southampton,121,0.2066115702479339,0.03305785123966942,0.0,0.0,0.10743801652892562,1.5041322314049588,0.6611570247933884,0.04132231404958678,0.36363636363636365,14.570247933884298,0.19008264462809918,0.01652892561983471,0.0,0.9256198347107438,0.3884297520661157
Theo Walcott,0.4833759590792839,0.289002557544757,Southampton,391,0.20460358056265984,0.0076726342710997444,0.0,0.0,0.14066496163682865,1.70076726342711,0.7289002557544757,0.04859335038363171,0.21739130434782608,15.675191815856778,0.16112531969309463,0.028132992327365727,0.0,0.309462915601023,0.47058823529411764
Sekou Mara,0.19047619047619047,0.6190476190476191,Southampton,21,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.8095238095238095,0.23809523809523808,0.0,0.0,4.666666666666667,0.14285714285714285,0.047619047619047616,0.0,0.9047619047619048,0.14285714285714285
Samuel Edozie,0.0625,0.8125,Southampton,16,0.0,0.0,0.0,0.0,0.0,0.5,0.1875,0.0,0.0625,9.0625,0.0,0.0,0.0,0.0625,0.0625
Mislav Orsic,0.0,1.0,Southampton,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Paul Onuachu,0.1111111111111111,0.6666666666666666,Southampton,9,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.4444444444444444,0.1111111111111111,0.0,8.222222222222221,0.1111111111111111,0.0,0.0,1.3333333333333333,0.5555555555555556
Son Heung-Min,0.5632183908045977,0.24904214559386972,Tottenham Hotspur,261,0.38697318007662834,0.01532567049808429,0.0038314176245210726,0.0038314176245210726,0.19157088122605365,2.1800766283524906,1.0191570881226053,0.0842911877394636,0.2260536398467433,24.467432950191572,0.22988505747126436,0.02681992337164751,0.007662835249042145,0.40229885057471265,0.5363984674329502
Harry Kane,0.5527156549520766,0.24920127795527156,Tottenham Hotspur,313,0.65814696485623,0.12460063897763578,0.10223642172523961,0.003194888178913738,0.14376996805111822,3.70926517571885,1.6325878594249201,0.11501597444089456,0.4057507987220447,21.817891373801917,0.24281150159744408,0.1182108626198083,0.0,0.9648562300319489,0.6421725239616614
Lucas Moura,0.5234899328859061,0.3288590604026846,Tottenham Hotspur,149,0.12751677852348994,0.026845637583892617,0.0,0.0,0.10067114093959731,1.087248322147651,0.3624161073825503,0.026845637583892617,0.12751677852348994,19.87248322147651,0.14093959731543623,0.0738255033557047,0.006711409395973154,0.697986577181208,0.16778523489932887
Richarlison,0.39378238341968913,0.40932642487046633,Tottenham Hotspur,193,0.24870466321243523,0.05699481865284974,0.02072538860103627,0.0,0.09844559585492228,2.284974093264249,0.7512953367875648,0.05699481865284974,0.23834196891191708,20.077720207253886,0.17098445595854922,0.16580310880829016,0.010362694300518135,0.9896373056994818,0.5440414507772021
Michail Antonio,0.3783783783783784,0.38288288288288286,Forward,222,0.26576576576576577,0.0945945945945946,0.0045045045045045045,0.0,0.13063063063063063,2.130630630630631,0.8018018018018018,0.0945945945945946,0.24774774774774774,17.84234234234234,0.14864864864864866,0.11261261261261261,0.009009009009009009,1.135135135135135,0.44144144144144143
Jarrod Bowen,0.3709677419354839,0.41935483870967744,West Ham United,124,0.20967741935483872,0.016129032258064516,0.008064516129032258,0.0,0.1774193548387097,1.8225806451612903,0.5967741935483871,0.07258064516129033,0.21774193548387097,17.79032258064516,0.24193548387096775,0.06451612903225806,0.0,0.5806451612903226,0.3064516129032258
Said Benrahma,0.4,0.3888888888888889,West Ham United,90,0.15555555555555556,0.011111111111111112,0.044444444444444446,0.0,0.16666666666666666,1.7666666666666666,0.6111111111111112,0.044444444444444446,0.08888888888888889,20.177777777777777,0.15555555555555556,0.0,0.0,0.4111111111111111,0.18888888888888888
