Player,Salary,Year
Dusan Tadic,3120000,2017
Bruno Martins Indi,3120000,2017
Ben Davies,3120000,2017
Eric Dier,3120000,2017
Danny Rose,3120000,2017
Davinson Sanchez,3120000,2017
Gareth Barry,3120000,2017
Nacer Chadli,3120000,2017
Ben Foster,3120000,2017
Jay Rodriguez,3120000,2017
Jose Salomon Rondon,3120000,2017
Claudio Yacob,3120000,2017
Cheikhou Kouyate,3120000,2017
Aymeric Laporte,3098333,2017
Adam Lallana,3042000,2017
Tammy Abraham,3000000,2017
Jeffrey Schlupp,2912000,2017
Luka Milivojevic,2860000,2017
Jairo Riedewald,2860000,2017
Bakary Sako,2860000,2017
Andros Townsend,2860000,2017
Patrick Van Aanholt,2860000,2017
Oumar Niasse,2860000,2017
Demarai Gray,2860000,2017
Vicente Iborra,2860000,2017
Simon Mignolet,2860000,2017
Ragnar Klavan,2860000,2017
Darren Fletcher,2860000,2017
Ryan Shawcross,2860000,2017
Dele Alli,2860000,2017
Mousa Dembele,2860000,2017
Kieran Gibbs,2860000,2017
Pedro Obiang,2860000,2017
Aleksandar Dragovic,2652000,2017
Calum Chambers,2600000,2017
James McArthur,2600000,2017
James Tomkins,2600000,2017
Phil Jagielka,2600000,2017
James McCarthy,2600000,2017
Aaron Mooy,2600000,2017
Christian Fuchs,2600000,2017
Andrew Robertson,2600000,2017
Pierre-Emile Hojbjerg,2600000,2017
Maya Yoshida,2600000,2017
Joe Allen,2600000,2017
Jordan Ayew,2600000,2017
Sam Clucas,2600000,2017
Lukasz Fabianski,2600000,2017
Tom Cleverley,2600000,2017
Aaron Cresswell,2600000,2017
Mark Noble,2600000,2017
Adrian San Miguel del Castillo,2600000,2017
Mohamed Elneny,2574000,2017
Roque Mesa,2548000,2017
Jack Stephens,2496000,2017
Jesé Rodríguez Ruiz,2392000,2017
Jake Livermore,2392000,2017
Steve Cook,2340000,2017
Joshua King,2340000,2017
Carl Jenkinson,2340000,2017
Edward Nketiah,2340000,2017
Jose Izquierdo,2340000,2017
Davy Propper,2340000,2017
Idrissa Gueye,2340000,2017
Marc Albrighton,2340000,2017
Danny Simpson,2340000,2017
Emre Can,2340000,2017
Matteo Darmian,2340000,2017
Mohamed Diame,2340000,2017
Ayoze Perez,2340000,2017
Matt Ritchie,2340000,2017
Leroy Fer,2340000,2017
Daryl Janmaat,2340000,2017
Roberto Pereyra,2340000,2017
Sebastian Prodl,2340000,2017
Chris Brunt,2340000,2017
James Ward-Prowse,2253333,2017
Federico Fernandez,2236000,2017
Jurgen Locadia,2106000,2017
Nathan Ake,2080000,2017
Harry Arter,2080000,2017
Artur Boruc,2080000,2017
David Ospina,2080000,2017
Henri Lansbury,2080000,2017
Willy Caballero,2080000,2017
Kurt Zouma,2080000,2017
Wayne Hennessey,2080000,2017
Ramiro Funes Mori,2080000,2017
Yohan Benalouane,2080000,2017
Andy King,2080000,2017
Harry Maguire,2080000,2017
Alberto Moreno,2080000,2017
Dwight Gayle,2080000,2017
Joselu Mato,2080000,2017
Sam Gallagher,2080000,2017
Alex McCarthy,2080000,2017
Jeremy Pied,2080000,2017
Peter Crouch,2080000,2017
Michel Vorm,2080000,2017
Craig Dawson,2080000,2017
James Morrison,2080000,2017
Matt Phillips,2080000,2017
Arthur Masuaku,2080000,2017
Robert Snodgrass,2080000,2017
Jordon Ibe,1976000,2017
Seamus Coleman,1976000,2017
Robert Huth,1976000,2017
Florian Lejeune,1976000,2017
Erik Pieters,1976000,2017
Sung-Yeung Ki,1872000,2017
Wayne Routledge,1872000,2017
Charlie Daniels,1820000,2017
Dan Gosling,1820000,2017
Adam Smith,1820000,2017
Andrew Surman,1820000,2017
Jonathan Kodjia,1820000,2017
Lewis Dunk,1820000,2017
Anthony Knockaert,1820000,2017
Tim Krul,1820000,2017
Mathew Ryan,1820000,2017
Robbie Brady,1820000,2017
Jack Cork,1820000,2017
Steven Defour,1820000,2017
Tom Heaton,1820000,2017
Jeff Hendrick,1820000,2017
Aaron Lennon,1820000,2017
Nick Pope,1820000,2017
Chris Wood,1820000,2017
Andreas Christensen,1820000,2017
Ruben Loftus-Cheek,1820000,2017
Jason Puncheon,1820000,2017
Joel Ward,1820000,2017
Cuco Martina,1820000,2017
Marcus Bettinelli,1820000,2017
Laurent Depoitre,1820000,2017
Steve Mounie,1820000,2017
Shinji Okazaki,1820000,2017
Ciaran Clark,1820000,2017
Jack Colback,1820000,2017
Jesus Gamez,1820000,2017
Javier Manquillo,1820000,2017
Chancel Mbemba,1820000,2017
Mikel Merino,1820000,2017
Henri Saivet,1820000,2017
Matt Targett,1820000,2017
Charlie Adam,1820000,2017
Jack Butland,1820000,2017
Leon Britton,1820000,2017
Tom Carroll,1820000,2017
Georges-Kevin N'Koudou,1820000,2017
Étienne Capoue,1820000,2017
Nathaniel Chalobah,1820000,2017
Heurelho Gomes,1820000,2017
Younes Kaboul,1820000,2017
Stefano Okaka,1820000,2017
Gareth McAuley,1820000,2017
Allan-Romeo Nyom,1820000,2017
James Collins,1820000,2017
John Ruddy,1820000,2017
Jamaal Lascelles,1782857,2017
Mathias Jorgensen,1716000,2017
Martin Olsson,1716000,2017
Jon Flanagan,1710000,2017
Marcus Rashford,1690000,2017
Helder Costa,1690000,2017
Onyinye Ndidi,1668333,2017
Ezequiel Schelotto,1664000,2017
Nathan Dyer,1664000,2017
Kyle Naughton,1664000,2017
Angel Rangel,1664000,2017
Richarlison de Andrade,1664000,2017
Ashley Westwood,1612000,2017
Lewis Cook,1560000,2017
Adam Federici,1560000,2017
Simon Francis,1560000,2017
Callum Wilson,1560000,2017
Alex Iwobi,1560000,2017
James Chester,1560000,2017
Shane Duffy,1560000,2017
Pascal Gross,1560000,2017
Glenn Murray,1560000,2017
Bruno Saltor Grau,1560000,2017
Dale Stephens,1560000,2017
Jonathan Walters,1560000,2017
Pape Souare,1560000,2017
Maarten Stekelenburg,1560000,2017
Tom Ince,1560000,2017
Alex Pritchard,1560000,2017
Daniel Williams,1560000,2017
Leonardo Ulloa,1560000,2017
Joe Gomez,1560000,2017
Tosin Adarabioyo,1560000,2017
Christian Atsu,1560000,2017
Deandre Yedlin,1560000,2017
Geoff Cameron,1560000,2017
Lee Grant,1560000,2017
Glen Johnson,1560000,2017
Luciano Narsingh,1560000,2017
Joshua Onomah,1560000,2017
Jose Holebas,1560000,2017
Will Hughes,1560000,2017
Christian Kabasele,1560000,2017
Isaac Success,1560000,2017
Oliver Burke,1560000,2017
James McClean,1560000,2017
Hal Robson-Kanu,1560000,2017
Sam Byram,1560000,2017
Edimilson Fernandes,1560000,2017
Muhamed Besic,1538333,2017
Lewis Grabban,1508000,2017
Johann Berg Gudmundsson,1456000,2017
Ben Mee,1456000,2017
Stephen Ward,1456000,2017
Luke Garbutt,1456000,2017
Paul Dummett,1456000,2017
Kyle Bartley,1456000,2017
Ivan Cavaleiro,1450000,2017
Ryan Fraser,1404000,2017
Renato Sanches,1352000,2017
Boaz Myhill,1352000,2017
Marc Pugh,1300000,2017
Brad Smith,1300000,2017
Rob Holding,1300000,2017
Ahmed Elmohamady,1300000,2017
Beram Kayal,1300000,2017
Solly March,1300000,2017
Steve Sidwell,1300000,2017
Markus Suttner,1300000,2017
Phil Bardsley,1300000,2017
Ashley Barnes,1300000,2017
Charlie Taylor,1300000,2017
Nahki Wells,1300000,2017
Isaiah Brown,1300000,2017
Robert Kenedy,1300000,2017
Damien Delaney,1300000,2017
Martin Kelly,1300000,2017
Chung-Yong Lee,1300000,2017
Julian Speroni,1300000,2017
Tom Davies,1300000,2017
Mason Holgate,1300000,2017
Nikola Vlasic,1300000,2017
Elias Kachunga,1300000,2017
Christopher Schindler,1300000,2017
Matty James,1300000,2017
Loris Karius,1300000,2017
Dominic Solanke,1300000,2017
Karl Darlow,1300000,2017
Rob Elliot,1300000,2017
Jacob Murphy,1300000,2017
Ibrahim Afellay,1300000,2017
Alfie Mawson,1300000,2017
Kristoffer Nordfeldt,1300000,2017
Harry Winks,1300000,2017
Miguel Britos,1300000,2017
Bruno Ecuele Manga,1248000,2017
Adam Bogdan,1248000,2017
Craig Cathcart,1200000,2017
Scott Arfield,1196000,2017
Tomas Kalas,1196000,2017
Brendan Galloway,1196000,2017
Jonathan Hogg,1196000,2017
Eldin Jakupovic,1196000,2017
Ramadan Sobhi,1196000,2017
Konstantinos Mavropanos,1191667,2017
Dean Marney,1144000,2017
James Tarkowski,1144000,2017
Isaac Hayden,1144000,2017
Romain Saiss,1144000,2017
Emiliano Martinez,1126667,2017
Juan Foyth,1118000,2017
Daniel Amartey,1092000,2017
Lys Mousset,1040000,2017
Chuba Akpom,1040000,2017
Sam Baldock,1040000,2017
Gaetan Bong,1040000,2017
Connor Goldson,1040000,2017
Tomer Hemed,1040000,2017
Uwe Hunemeier,1040000,2017
Niki Maenpaa,1040000,2017
Liam Rosenior,1040000,2017
Jiri Skalak,1040000,2017
Matthew Lowton,1040000,2017
Ola Aina,1040000,2017
Lewis Baker,1040000,2017
Kasey Palmer,1040000,2017
Dominic Calvert-Lewin,1040000,2017
Joel Robles,1040000,2017
Cyrus Christie,1040000,2017
Chris Lowe,1040000,2017
Scott Malone,1040000,2017
Sean Scannell,1040000,2017
Tommy Smith,1040000,2017
Oleksandr Zinchenko,1040000,2017
Massadio Haidara,1040000,2017
Jan Bednarek,1040000,2017
Erwin Mulder,1040000,2017
Paulo Gazzaniga,1040000,2017
Kyle Walker-Peters,1040000,2017
Abdoulaye Doucouré,1040000,2017
Kiko Femenia,1040000,2017
Jerome Sinclair,1040000,2017
Marvin Zeegelaar,1040000,2017
Ryan Bennett,1040000,2017
Lee Tomlin,988000,2017
Orestis Karnezis,988000,2017
Jack Harrison,975000,2017
Danny Ward,960000,2017
Alexander Sörloth,936000,2017
Abdelhamid Sabiri,936000,2017
Rajiv van La Parra,936000,2017
Danny Ward,936000,2017
Jake Hesketh,936000,2017
Sam McQueen,936000,2017
Josh Sims,936000,2017
Scott Hogan,910000,2017
Sam Vokes,884000,2017
Michael Hector,884000,2017
Andre Carrillo,884000,2017
Kenneth Zohore,858000,2017
Rhoys Wiggins,832000,2017
Ales Mateju,832000,2017
Kevin Long,832000,2017
Collin Quaner,832000,2017
Tommie Hoban,832000,2017
Emerson Hyndman,780000,2017
Junior Stanislas,780000,2017
Jonny Williams,780000,2017
Jonjoe Kenny,780000,2017
Shani Tarashaj,780000,2017
Philip Billing,780000,2017
Jo Gorenc-Stankovic,780000,2017
Robert Green,780000,2017
Michael Hefele,780000,2017
Ezgjan Alioski,780000,2017
Fousseni Diabaté,780000,2017
Timothy Fosu-Mensah,780000,2017
Joel Castro Pereira,780000,2017
Richard Stearman,780000,2017
Mike van der Hoorn,780000,2017
Conor Coady,780000,2017
Sol Bamba,728000,2017
Anthony Pilkington,728000,2017
Tyrone Mings,715000,2017
Aaron Wan-Bissaka,702000,2017
Marko Grujic,702000,2017
Neeskens Kebano,700000,2017
Florent Hadergjonaj,676000,2017
Eunan O'Kane,676000,2017
Jazz Richards,675000,2017
Ibrahima Cissé,650000,2017
Aboubakar Kamara,650000,2017
Ben Hamer,624000,2017
Trent Alexander-Arnold,624000,2017
Ben Woodburn,624000,2017
Phil Foden,624000,2017
Curtis Good,624000,2017
Harrison Reed,624000,2017
Oliver Norwood,609000,2017
Kenneth Zohore,572000,2017
Charly Musonda,550000,2017
Gary Madine,546000,2017
Eduardo Carvalho,520000,2017
Wallace Oliveira,520000,2017
Stefan Johansen,520000,2017
Dean Whitehead,520000,2017
Sheyi Ojo,520000,2017
Cameron Borthwick-Jackson,520000,2017
Scott McTominay,520000,2017
Kenny McLean,520000,2017
Jakob Haugaard,520000,2017
Sam Field,520000,2017
Matt Doherty,520000,2017
Stuart O'Keefe,500500,2017
Loic Damour,468000,2017
Matej Delac,468000,2017
Leon Clarke,468000,2017
Molla Wague,468000,2017
Denis Odoi,462800,2017
Ouasim Bouy,450850,2017
Neil Taylor,416000,2017
Christian Walton,416000,2017
Anders Lindegaard,416000,2017
Jamal Blackman,416000,2017
Tyias Browning,416000,2017
Floyd Ayité,416000,2017
Ryan Sessegnon,416000,2017
Joel Coleman,416000,2017
Hamza Choudhury,416000,2017
Brahim Diaz,416000,2017
Mark Duffy,416000,2017
John Fleck,416000,2017
Domingos Quina,416000,2017
Kamil Grabara,400000,2017
Jay-Roy Grot,371800,2017
Conor Shaughnessy,371800,2017
Lee Camp,364000,2017
Adrian Mariappa,364000,2017
Omar Bogle,312000,2017
Matheus Pereira,312000,2017
Josh Cullen,277333,2017
Matt Macey,260000,2017
Keinan Davis,260000,2017
Adam Legzdins,260000,2017
Jake Clarke-Salter,260000,2017
Axel Tuanzebe,260000,2017
Adam Armstrong,260000,2017
Ivan Toney,260000,2017
Stephen Ireland,260000,2017
Julien Ngoy,260000,2017
Thibaud Verlinden,260000,2017
Sead Haksabanovic,260000,2017
Kieron Freeman,234000,2017
Ainsley Maitland-Niles,208000,2017
Harry Wilson,208000,2017
Angus Gunn,208000,2017
Dennis Srbeny,208000,2017
George Baldock,208000,2017
John Lundstrom,208000,2017
Tyler Roberts,182000,2017
Jack Simpson,156000,2017
Rhys Healey,156000,2017
Ethan Ampadu,156000,2017
Kyle Scott,156000,2017
Matthew Pennington,156000,2017
Conor Grant,156000,2017
George Thomas,156000,2017
Cameron Brannagan,156000,2017
Harry Souttar,156000,2017
Daniel Bachmann,156000,2017
Pontus Dahlberg,156000,2017
Jorge Segura,156000,2017
Reece Burke,156000,2017
Declan Rice,156000,2017
Ethan Ebanks-Landell,156000,2017
Jeff Reine-Adelaide,104000,2017
Beni Baningime,104000,2017
Josh Knight,104000,2017
Ovie Ejaria,104000,2017
Jamie Sterry,104000,2017
Alex Palmer,104000,2017
Kane Wilson,104000,2017
Jonathan Leko,93600,2017
Morgan Gibbs-White,78000,2017
Cohen Bramall,52000,2017
Henrik Bjordal,52000,2017
Sam Hughes,46800,2017
Tyler Hornby-Forbes,41600,2017
Jake Flannigan,41600,2017
Alfie Jones,41600,2017
Yan Valery,41600,2017
Will Wood,41600,2017
Matt Butcher,31200,2017
Regan Booty,26000,2017
Ryan Schofield,26000,2017
Reiss Nelson,6240,2017
Joe Willock,5200,2017
Aiden O'Neill,0,2017
Gaetano Berardi,0,2017
Vito Mannone,0,2017
Reece Oxford,0,2017
