Player,Salary,Year
Oriol Romeu,3380000,2018
Cedric Soares,3380000,2018
Eric Maxim Choupo-Moting,3380000,2018
Davinson Sanchez,3380000,2018
Kieran Trippier,3380000,2018
Victor Wanyama,3380000,2018
Troy Deeney,3380000,2018
Lukasz Fabianski,3380000,2018
Shane Long,3210000,2018
Scott Dann,3120000,2018
Vicente Guaita,3120000,2018
Connor Wickham,3120000,2018
Michael Keane,3120000,2018
Cenk Tosun,3120000,2018
Aleksandar Mitrovic,3120000,2018
Kelechi Iheanacho,3120000,2018
Wes Morgan,3120000,2018
Steven Davis,3120000,2018
Mohamed Elyounoussi,3120000,2018
Wesley Hoedt,3120000,2018
Nathan Redmond,3120000,2018
Jannik Vestergaard,3120000,2018
Bruno Martins Indi,3120000,2018
Ben Davies,3120000,2018
Eric Dier,3120000,2018
Danny Rose,3120000,2018
Gerard Deulofeu,3120000,2018
Nacer Chadli,3120000,2018
Jay Rodriguez,3120000,2018
Aymeric Laporte,3098333,2018
Adam Lallana,3042000,2018
Pedro Rodríguez Ledesma,3000000,2018
Jeffrey Schlupp,2912000,2018
Ben Mee,2860000,2018
James McArthur,2860000,2018
Luka Milivojevic,2860000,2018
Jairo Riedewald,2860000,2018
Andros Townsend,2860000,2018
Patrick Van Aanholt,2860000,2018
Oumar Niasse,2860000,2018
Luciano Vietto,2860000,2018
Demarai Gray,2860000,2018
Vicente Iborra,2860000,2018
James Maddison,2860000,2018
Simon Mignolet,2860000,2018
Darren Fletcher,2860000,2018
Ryan Shawcross,2860000,2018
Pedro Obiang,2860000,2018
Yoshinori Muto,2808000,2018
Mohamed Elneny,2730000,2018
Ainsley Maitland-Niles,2704000,2018
Rob Holding,2704000,2018
Jefferson Lerma,2600000,2018
Calum Chambers,2600000,2018
Alex Iwobi,2600000,2018
Pascal Gross,2600000,2018
Alireza Jahanbakhsh,2600000,2018
Martin Montoya,2600000,2018
James Tarkowski,2600000,2018
Chris Wood,2600000,2018
James Tomkins,2600000,2018
Phil Jagielka,2600000,2018
James McCarthy,2600000,2018
Aaron Mooy,2600000,2018
Christian Fuchs,2600000,2018
Nampalys Mendy,2600000,2018
Andrew Robertson,2600000,2018
Stuart Armstrong,2600000,2018
Pierre-Emile Hojbjerg,2600000,2018
Alex McCarthy,2600000,2018
Maya Yoshida,2600000,2018
Joe Allen,2600000,2018
Giannelli Imbula,2600000,2018
Harry Winks,2600000,2018
Tom Cleverley,2600000,2018
Aaron Cresswell,2600000,2018
Mark Noble,2600000,2018
Adrian San Miguel del Castillo,2600000,2018
Carlos Sanchez,2600000,2018
Willy Boly,2600000,2018
Ruben Neves,2600000,2018
Jack Stephens,2496000,2018
Bojan Krkic,2496000,2018
Steve Cook,2340000,2018
Joshua King,2340000,2018
Carl Jenkinson,2340000,2018
Edward Nketiah,2340000,2018
Lewis Dunk,2340000,2018
Jose Izquierdo,2340000,2018
Davy Propper,2340000,2018
Steven Defour,2340000,2018
Joe Hart,2340000,2018
Fabricio Agosto Ramírez,2340000,2018
Sergio Rico,2340000,2018
Marc Albrighton,2340000,2018
Richad Ghezzal,2340000,2018
Danny Simpson,2340000,2018
Caglar Soyuncu,2340000,2018
Matteo Darmian,2340000,2018
Mohamed Diame,2340000,2018
Ayoze Perez,2340000,2018
Matt Ritchie,2340000,2018
Daryl Janmaat,2340000,2018
Roberto Pereyra,2340000,2018
Sebastian Prodl,2340000,2018
Diogo Jota,2340000,2018
James Ward-Prowse,2253333,2018
Federico Fernandez,2236000,2018
Adama Traore,2236000,2018
Tom Heaton,2200000,2018
Raul Jimenez,2132000,2018
Jurgen Locadia,2106000,2018
Nathan Ake,2080000,2018
Harry Arter,2080000,2018
Artur Boruc,2080000,2018
Callum Wilson,2080000,2018
Matteo Guendouzi,2080000,2018
Henri Lansbury,2080000,2018
Florin Andone,2080000,2018
Shane Duffy,2080000,2018
Ashley Barnes,2080000,2018
Ben Gibson,2080000,2018
Willy Caballero,2080000,2018
Kurt Zouma,2080000,2018
Wayne Hennessey,2080000,2018
Tom Cairney,2080000,2018
Yohan Benalouane,2080000,2018
Andy King,2080000,2018
Alberto Moreno,2080000,2018
Joselu Mato,2080000,2018
Fabian Schar,2080000,2018
Ki Sung-yueng,2080000,2018
Sam Gallagher,2080000,2018
Angus Gunn,2080000,2018
Peter Crouch,2080000,2018
Michel Vorm,2080000,2018
Étienne Capoue,2080000,2018
Fabian Balbuena,2080000,2018
Ryan Fredericks,2080000,2018
Arthur Masuaku,2080000,2018
Robert Snodgrass,2080000,2018
Jordon Ibe,1976000,2018
Jack Cork,1976000,2018
Philippe Sandler,1976000,2018
Martin Dubravka,1976000,2018
Florian Lejeune,1976000,2018
Erik Pieters,1976000,2018
Leander Dendoncker,1972000,2018
Jonny Castro,1907000,2018
Lewis Cook,1820000,2018
Charlie Daniels,1820000,2018
Dan Gosling,1820000,2018
Adam Smith,1820000,2018
Junior Stanislas,1820000,2018
Andrew Surman,1820000,2018
Jonathan Kodjia,1820000,2018
Anthony Knockaert,1820000,2018
Mathew Ryan,1820000,2018
Robbie Brady,1820000,2018
Jeff Hendrick,1820000,2018
Aaron Lennon,1820000,2018
Nick Pope,1820000,2018
Matej Vydra,1820000,2018
Ruben Loftus-Cheek,1820000,2018
Jason Puncheon,1820000,2018
Joel Ward,1820000,2018
Marcus Bettinelli,1820000,2018
Laurent Depoitre,1820000,2018
Erik Durm,1820000,2018
Terence Kongolo,1820000,2018
Steve Mounie,1820000,2018
Patrick Bamford,1820000,2018
Shinji Okazaki,1820000,2018
Lazar Markovic,1820000,2018
Ciaran Clark,1820000,2018
Paul Dummett,1820000,2018
Javier Manquillo,1820000,2018
Matt Targett,1820000,2018
Jack Butland,1820000,2018
Nathaniel Chalobah,1820000,2018
Heurelho Gomes,1820000,2018
Younes Kaboul,1820000,2018
Stefano Okaka,1820000,2018
John Ruddy,1820000,2018
Jamaal Lascelles,1782857,2018
Vincent Janssen,1768000,2018
Mathias Jorgensen,1716000,2018
Marc Muniesa,1716000,2018
Marcus Rashford,1690000,2018
Helder Costa,1690000,2018
Kiko Casilla,1670000,2018
Ezequiel Schelotto,1664000,2018
Alfie Mawson,1664000,2018
Ashley Westwood,1612000,2018
Simon Francis,1560000,2018
James Chester,1560000,2018
Solly March,1560000,2018
Glenn Murray,1560000,2018
Dale Stephens,1560000,2018
Johann Berg Gudmundsson,1560000,2018
Bobby Reid,1560000,2018
Alex Smithies,1560000,2018
Pape Souare,1560000,2018
Maarten Stekelenburg,1560000,2018
Joe Bryan,1560000,2018
Adama Diakhaby,1560000,2018
Alex Pritchard,1560000,2018
Daniel Williams,1560000,2018
Joe Gomez,1560000,2018
Tosin Adarabioyo,1560000,2018
Lee Grant,1560000,2018
Andreas Pereira,1560000,2018
Christian Atsu,1560000,2018
Deandre Yedlin,1560000,2018
Geoff Cameron,1560000,2018
Ben Foster,1560000,2018
Jose Holebas,1560000,2018
Will Hughes,1560000,2018
Christian Kabasele,1560000,2018
Isaac Success,1560000,2018
Sam Byram,1560000,2018
Ruben Vinagre,1560000,2018
Stephen Ward,1456000,2018
Junior Hoilett,1456000,2018
Divock Origi,1456000,2018
Adam Masina,1456000,2018
Leo Bonatini,1456000,2018
Marco van Ginkel,1450000,2018
Ivan Cavaleiro,1450000,2018
Ryan Fraser,1404000,2018
Tim Ream,1404000,2018
Ramadan Sobhi,1404000,2018
Ahmed Elmohamady,1300000,2018
Yves Bissouma,1300000,2018
Bernardo Fernandes da Silva Junior,1300000,2018
Beram Kayal,1300000,2018
Phil Bardsley,1300000,2018
Matthew Lowton,1300000,2018
Charlie Taylor,1300000,2018
Sean Morrison,1300000,2018
Josh Murphy,1300000,2018
Isaiah Brown,1300000,2018
Robert Green,1300000,2018
Robert Kenedy,1300000,2018
Martin Kelly,1300000,2018
Julian Speroni,1300000,2018
Tom Davies,1300000,2018
Mason Holgate,1300000,2018
Maxime le Marchand,1300000,2018
Elias Kachunga,1300000,2018
Christopher Schindler,1300000,2018
Matty James,1300000,2018
Dominic Solanke,1300000,2018
Diogo Dalot,1300000,2018
Karl Darlow,1300000,2018
Rob Elliot,1300000,2018
Jacob Murphy,1300000,2018
Grant Hanley,1300000,2018
Ibrahim Afellay,1300000,2018
Miguel Britos,1300000,2018
Joe Ralls,1275000,2018
Aron Gunnarsson,1250000,2018
Bruno Ecuele Manga,1248000,2018
Kevin Long,1200000,2018
Craig Cathcart,1200000,2018
Brendan Galloway,1196000,2018
Florent Hadergjonaj,1196000,2018
Jonathan Hogg,1196000,2018
Eldin Jakupovic,1196000,2018
Marc Navarro,1196000,2018
Konstantinos Mavropanos,1191667,2018
Callum Paterson,1170000,2018
Kevin McDonald,1144000,2018
Isaac Hayden,1144000,2018
Romain Saiss,1144000,2018
Emiliano Martinez,1126667,2018
Juan Foyth,1118000,2018
Daniel Amartey,1092000,2018
Ademola Lookman,1076400,2018
David Brooks,1040000,2018
Lys Mousset,1040000,2018
Orjan Nyland,1040000,2018
Gaetan Bong,1040000,2018
Dominic Calvert-Lewin,1040000,2018
Cyrus Christie,1040000,2018
Chris Lowe,1040000,2018
Tommy Smith,1040000,2018
Adam Forshaw,1040000,2018
Danny Ward,1040000,2018
Oleksandr Zinchenko,1040000,2018
Jan Bednarek,1040000,2018
Paulo Gazzaniga,1040000,2018
Kyle Walker-Peters,1040000,2018
Kiko Femenia,1040000,2018
Ryan Bennett,1040000,2018
Joe Bennett,1015000,2018
Neil Etheridge,1015000,2018
Diego Rico,1001000,2018
Pablo Hernández,988000,2018
Lee Peltier,987500,2018
Matthew Connolly,987000,2018
Greg Cunningham,987000,2018
Nathaniel Mendez-Laing,961667,2018
Danny Ward,960000,2018
Leon Balogun,950000,2018
Alexander Sörloth,936000,2018
Abdelhamid Sabiri,936000,2018
Rajiv van La Parra,936000,2018
Jake Hesketh,936000,2018
Joe Lolley,910000,2018
Max Kilman,900000,2018
Sam Vokes,884000,2018
Juninho Bacuna,884000,2018
Kenneth Zohore,858000,2018
Philip Heise,842000,2018
Victor Camarasa,840000,2018
David Button,833333,2018
Jason Steele,833333,2018
Kevin Long,832000,2018
Collin Quaner,832000,2018
Cameron Carter-Vickers,832000,2018
Emerson Hyndman,780000,2018
Reiss Nelson,780000,2018
Jonny Williams,780000,2018
Kieran Dowell,780000,2018
Jonjoe Kenny,780000,2018
Philip Billing,780000,2018
Jo Gorenc-Stankovic,780000,2018
Ezgjan Alioski,780000,2018
Fousseni Diabaté,780000,2018
Timothy Fosu-Mensah,780000,2018
Louis Thompson,780000,2018
Oliver Norwood,780000,2018
Richard Stearman,780000,2018
Conor Coady,780000,2018
Eric Garcia,750000,2018
Sol Bamba,728000,2018
Aaron Wan-Bissaka,702000,2018
Neeskens Kebano,700000,2018
Eunan O'Kane,676000,2018
Alexander Tettey,676000,2018
Jazz Richards,675000,2018
Ibrahima Cissé,650000,2018
Aboubakar Kamara,650000,2018
Kadeem Harris,625000,2018
Connor Mahoney,624000,2018
Ben Hamer,624000,2018
Trent Alexander-Arnold,624000,2018
Phil Foden,624000,2018
Mortiz Leitner,624000,2018
Billy Sharp,624000,2018
Chris Mepham,607000,2018
Charly Musonda,550000,2018
Brian Murphy,545000,2018
James Bree,520000,2018
Soufyan Ahannach,520000,2018
Wallace Oliveira,520000,2018
Stefan Johansen,520000,2018
Barry Douglas,520000,2018
Rhian Brewster,520000,2018
Scott McTominay,520000,2018
Kenny McLean,520000,2018
Jack O'Connell,520000,2018
Josh Tymon,520000,2018
Matt Doherty,520000,2018
Isaac Mbenza,483600,2018
Loic Damour,468000,2018
Todd Kane,468000,2018
Achraf Lazaar,468000,2018
Leon Clarke,468000,2018
Denis Odoi,462800,2018
Ouasim Bouy,450850,2018
Neil Taylor,416000,2018
Anders Lindegaard,416000,2018
Jamal Blackman,416000,2018
Beni Baningime,416000,2018
Tyias Browning,416000,2018
Floyd Ayité,416000,2018
Ryan Sessegnon,416000,2018
Hamza Choudhury,416000,2018
Brahim Diaz,416000,2018
Ben Marshall,416000,2018
Teemu Pukki,416000,2018
Mark Duffy,416000,2018
John Fleck,416000,2018
Kortney Hause,416000,2018
Dominic Iorfa,416000,2018
Kamil Grabara,400000,2018
Ethan Ampadu,390000,2018
John Egan,390000,2018
Jay-Roy Grot,371800,2018
Conor Shaughnessy,371800,2018
Jack Grealish,364000,2018
Andre Green,312000,2018
Keinan Davis,260000,2018
Adam Legzdins,260000,2018
Aleix Garcia,260000,2018
Axel Tuanzebe,260000,2018
Julien Ngoy,260000,2018
Thibaud Verlinden,260000,2018
Kieron Freeman,234000,2018
Mads Bech Sørensen,208000,2018
Dennis Srbeny,208000,2018
George Baldock,208000,2018
John Lundstrom,208000,2018
Enda Stevens,208000,2018
Tyler Roberts,182000,2018
Jack Simpson,156000,2018
Sullay Kaikai,156000,2018
George Thomas,156000,2018
Freddie Woodman,156000,2018
Kean Bryan,156000,2018
Harry Souttar,156000,2018
Declan Rice,156000,2018
Ethan Ebanks-Landell,156000,2018
Will Norris,156000,2018
Josh Knight,104000,2018
Morgan Gibbs-White,78000,2018
Sam Hughes,46800,2018
Jake Flannigan,41600,2018
Dan Agyei,36400,2018
Sean Longstaff,36000,2018
Ryan Schofield,26000,2018
Gaetano Berardi,0,2018
Nicolas Otamendi,0,2018
Reece Oxford,0,2018
