Player,Salary,Year
James Ward-Prowse,2253333,2019
Billy Gilmour,2250000,2019
Federico Fernandez,2236000,2019
Adama Traore,2236000,2019
Miguel Almiron,2201000,2019
Tom Heaton,2184000,2019
Raul Jimenez,2144000,2019
Darren Randolph,2100000,2019
Nathan Ake,2080000,2019
Harry Arter,2080000,2019
Artur Boruc,2080000,2019
Matteo Guendouzi,2080000,2019
William Saliba,2080000,2019
Frederic Guilbert,2080000,2019
Henri Lansbury,2080000,2019
Mbwana Samatta,2080000,2019
Shane Duffy,2080000,2019
Ashley Barnes,2080000,2019
Josh Brownhill,2080000,2019
Ben Gibson,2080000,2019
Kurt Zouma,2080000,2019
Wayne Hennessey,2080000,2019
Tom Cairney,2080000,2019
Dwight Gayle,2080000,2019
Jamaal Lascelles,2080000,2019
Fabian Schar,2080000,2019
Ki Sung-yueng,2080000,2019
Angus Gunn,2080000,2019
Étienne Capoue,2080000,2019
Fabian Balbuena,2080000,2019
Ryan Fredericks,2080000,2019
Arthur Masuaku,2080000,2019
Robert Snodgrass,2080000,2019
Oskar Buur,2000000,2019
Jordon Ibe,1976000,2019
Jack Cork,1976000,2019
Martin Dubravka,1976000,2019
Florian Lejeune,1976000,2019
Ivan Cavaleiro,1950000,2019
Bobby Reid,1950000,2019
Jonny Castro,1907000,2019
Lewis Cook,1820000,2019
Charlie Daniels,1820000,2019
Dan Gosling,1820000,2019
Adam Smith,1820000,2019
Junior Stanislas,1820000,2019
Andrew Surman,1820000,2019
Wesley Moraes,1820000,2019
Matt Targett,1820000,2019
Anthony Knockaert,1820000,2019
Tariq Lamptey,1820000,2019
Mathew Ryan,1820000,2019
Leandro Trossard,1820000,2019
Robbie Brady,1820000,2019
Jeff Hendrick,1820000,2019
Aaron Lennon,1820000,2019
Nick Pope,1820000,2019
Jay Rodriguez,1820000,2019
Matej Vydra,1820000,2019
Willy Caballero,1820000,2019
Joel Ward,1820000,2019
Cuco Martina,1820000,2019
Marcus Bettinelli,1820000,2019
Laurent Depoitre,1820000,2019
Erik Durm,1820000,2019
Terence Kongolo,1820000,2019
Steve Mounie,1820000,2019
Patrick Bamford,1820000,2019
Mason Greenwood,1820000,2019
Ciaran Clark,1820000,2019
Paul Dummett,1820000,2019
Javier Manquillo,1820000,2019
Henri Saivet,1820000,2019
Jack Butland,1820000,2019
Tom Carroll,1820000,2019
Nathaniel Chalobah,1820000,2019
Heurelho Gomes,1820000,2019
Allan-Romeo Nyom,1820000,2019
Youri Tielemans,1718000,2019
Mathias Jorgensen,1716000,2019
Martin Olsson,1716000,2019
Douglas Luiz,1709396,2019
Sander Berge,1700000,2019
Mahmoud Hassan,1690000,2019
Marvelous Nakamba,1690000,2019
Jordan Ayew,1690000,2019
Sam Johnstone,1690000,2019
Kiko Casilla,1670000,2019
Ezequiel Schelotto,1664000,2019
Alfie Mawson,1664000,2019
Nathan Dyer,1664000,2019
Ashley Westwood,1612000,2019
Yuning Zhang,1612000,2019
Anwar El Ghazi,1610000,2019
Alexis Mac Allister,1600000,2019
Simon Francis,1560000,2019
Lloyd Kelly,1560000,2019
Jack Stacey,1560000,2019
James Chester,1560000,2019
Conor Hourihane,1560000,2019
Solly March,1560000,2019
Glenn Murray,1560000,2019
Dale Stephens,1560000,2019
Johann Berg Gudmundsson,1560000,2019
Alex Smithies,1560000,2019
Joe Bryan,1560000,2019
Joshua Onomah,1560000,2019
Adama Diakhaby,1560000,2019
Alex Pritchard,1560000,2019
Bartosz Kapustka,1560000,2019
Lee Grant,1560000,2019
Andreas Pereira,1560000,2019
Christian Atsu,1560000,2019
Deandre Yedlin,1560000,2019
Sam Byram,1560000,2019
Che Adams,1560000,2019
Geoff Cameron,1560000,2019
Jefferson Montero,1560000,2019
Ben Foster,1560000,2019
Jose Holebas,1560000,2019
Will Hughes,1560000,2019
Christian Kabasele,1560000,2019
Isaac Success,1560000,2019
Oliver Burke,1560000,2019
Hal Robson-Kanu,1560000,2019
Ruben Vinagre,1560000,2019
Muhamed Besic,1538333,2019
Junior Hoilett,1456000,2019
Jonas Lossl,1456000,2019
Adam Masina,1456000,2019
Marco van Ginkel,1450000,2019
Ryan Fraser,1404000,2019
Tim Ream,1404000,2019
Ramadan Sobhi,1404000,2019
Ahmed Hegazy,1378000,2019
Brad Smith,1300000,2019
Dominic Solanke,1300000,2019
Ahmed Elmohamady,1300000,2019
Jose Ignacio Peleteiro Ramallo,1300000,2019
John McGinn,1300000,2019
Tyrone Mings,1300000,2019
Jota Peleteiro,1300000,2019
Pontus Jansson,1300000,2019
Yves Bissouma,1300000,2019
Bernardo Fernandes da Silva Junior,1300000,2019
Phil Bardsley,1300000,2019
Matthew Lowton,1300000,2019
Charlie Taylor,1300000,2019
Sean Morrison,1300000,2019
Josh Murphy,1300000,2019
Isaiah Brown,1300000,2019
Martin Kelly,1300000,2019
Tom Davies,1300000,2019
Mason Holgate,1300000,2019
Maxime le Marchand,1300000,2019
Elias Kachunga,1300000,2019
Christopher Schindler,1300000,2019
Matty James,1300000,2019
Loris Karius,1300000,2019
Diogo Dalot,1300000,2019
Karl Darlow,1300000,2019
Rob Elliot,1300000,2019
Jacob Murphy,1300000,2019
Todd Cantwell,1300000,2019
Grant Hanley,1300000,2019
Tim Krul,1300000,2019
Teemu Pukki,1300000,2019
Lys Mousset,1300000,2019
Kristoffer Nordfeldt,1300000,2019
Kamil Grosicki,1300000,2019
Joe Ralls,1275000,2019
Dominic Calvert-Lewin,1248000,2019
Kevin Long,1200000,2019
Goncalo Cardoso,1200000,2019
Florent Hadergjonaj,1196000,2019
Jonathan Hogg,1196000,2019
Eldin Jakupovic,1196000,2019
Craig Cathcart,1195000,2019
Konstantinos Mavropanos,1191667,2019
Callum Paterson,1170000,2019
Max Aarons,1170000,2019
Lukas Rupp,1170000,2019
Kevin McDonald,1144000,2019
Isaac Hayden,1144000,2019
Romain Saiss,1144000,2019
Romain Saiss,1144000,2019
Matt Clarke,1140000,2019
Onel Hernández,1140000,2019
Emiliano Martinez,1126667,2019
Juan Foyth,1118000,2019
Daniel Amartey,1092000,2019
Gaetan Bong,1050000,2019
David Brooks,1040000,2019
Joe Willock,1040000,2019
Orjan Nyland,1040000,2019
Bryan Mbeumo,1040000,2019
Christian Nørgaard,1040000,2019
Cyrus Christie,1040000,2019
Chris Lowe,1040000,2019
Tommy Smith,1040000,2019
Adam Forshaw,1040000,2019
Danny Ward,1040000,2019
Arijanet Muric,1040000,2019
Oleksandr Zinchenko,1040000,2019
Tahith Chong,1040000,2019
Timm Klose,1040000,2019
Mario Vrancic,1040000,2019
Oliver McBurnie,1040000,2019
Michael Verrips,1040000,2019
Jan Bednarek,1040000,2019
Erwin Mulder,1040000,2019
Paulo Gazzaniga,1040000,2019
Kyle Walker-Peters,1040000,2019
Kiko Femenia,1040000,2019
Matt Phillips,1040000,2019
Ryan Bennett,1040000,2019
Leonardo Campana,1040000,2019
Joe Bennett,1015000,2019
Neil Etheridge,1015000,2019
Christoph Zimmermann,1010000,2019
Diego Rico,1001000,2019
Lee Tomlin,988000,2019
Pablo Hernández,988000,2019
Lee Peltier,987500,2019
Matthew Connolly,987000,2019
Greg Cunningham,987000,2019
Darnell Furlong,962000,2019
Nathaniel Mendez-Laing,961667,2019
Danny Ward,960000,2019
Leon Balogun,950000,2019
Abdelhamid Sabiri,936000,2019
Rajiv van La Parra,936000,2019
Sam McQueen,936000,2019
Adalberto Peñaranda,936000,2019
Scott Hogan,910000,2019
Marco Stiepermann,910000,2019
Joe Lolley,910000,2019
Max Kilman,900000,2019
Juninho Bacuna,884000,2019
Semi Ajayi,858000,2019
Philip Heise,842000,2019
David Button,833333,2019
Jason Steele,833333,2019
Dan Burn,832000,2019
Collin Quaner,832000,2019
Cameron Carter-Vickers,832000,2019
Lovre Kalinic,817000,2019
Philip Billing,780000,2019
Sergi Canós,780000,2019
Ethan Pinnock,780000,2019
Jo Gorenc-Stankovic,780000,2019
Ezgjan Alioski,780000,2019
Timothy Fosu-Mensah,780000,2019
Tom Trybull,780000,2019
Oliver Norwood,780000,2019
Richard Stearman,780000,2019
Bruno Jordao,780000,2019
Fikayo Tomori,750000,2019
Eric Garcia,750000,2019
Sol Bamba,728000,2019
Kyle Bartley,702000,2019
Neeskens Kebano,700000,2019
Eunan O'Kane,676000,2019
Alexander Tettey,676000,2019
Ibrahima Cissé,650000,2019
Aboubakar Kamara,650000,2019
Joao Pedro,650000,2019
Romaine Sawyers,650000,2019
Rico Henry,624000,2019
Ben Hamer,624000,2019
Jack Payne,624000,2019
Phil Foden,624000,2019
Mortiz Leitner,624000,2019
Billy Sharp,624000,2019
Harrison Reed,624000,2019
Nuno da Costa,620000,2019
Chris Mepham,607000,2019
Michael Obafemi,600000,2019
Jack Robinson,572000,2019
Charly Musonda,550000,2019
Gary Madine,546000,2019
Soufyan Ahannach,520000,2019
Robert Sánchez,520000,2019
Stefan Johansen,520000,2019
Barry Douglas,520000,2019
Harvey Barnes,520000,2019
Rhian Brewster,520000,2019
Patrick Roberts,520000,2019
Scott McTominay,520000,2019
Kenny McLean,520000,2019
Joe Worrall,520000,2019
Luke Freeman,520000,2019
Dean Henderson,520000,2019
Jack O'Connell,520000,2019
Josh Tymon,520000,2019
Rekeem Harper,520000,2019
Matt Doherty,520000,2019
Bailey Peacock-Farrell,500000,2019
Leon Clarke,468000,2019
Ouasim Bouy,450850,2019
Michael McGovern,442000,2019
James Justin,429000,2019
Neil Taylor,416000,2019
Kortney Hause,416000,2019
Ezri Konsa,416000,2019
Jed Steer,416000,2019
Beni Baningime,416000,2019
Floyd Ayité,416000,2019
Joel Coleman,416000,2019
Luke Ayling,416000,2019
Stuart Dallas,416000,2019
Emiliano Buendía,416000,2019
Ben Marshall,416000,2019
Domingos Quina,416000,2019
Sam Field,416000,2019
Mateusz Klich,403000,2019
Kamil Grabara,400000,2019
Hamza Choudhury,390000,2019
Jay-Roy Grot,371800,2019
Conor Shaughnessy,371800,2019
Pascal Struijk,371800,2019
Jack Grealish,364000,2019
Adrian Mariappa,364000,2019
Liam Cooper,338000,2019
Omar Bogle,312000,2019
Jay Fulton,312000,2019
Matheus Pereira,312000,2019
Keinan Davis,260000,2019
Luka Racic,260000,2019
Adam Legzdins,260000,2019
Sepp van den Berg,260000,2019
Ben Godfrey,260000,2019
Adam Idah,260000,2019
Jamal Lewis,260000,2019
Julien Ngoy,260000,2019
Thibaud Verlinden,260000,2019
Sead Haksabanovic,260000,2019
Kalvin Phillips,234000,2019
Mads Bech Sørensen,208000,2019
Dara O'Shea,208000,2019
Alfie Whiteman,200000,2019
Dominic Thompson,182000,2019
Tyler Roberts,182000,2019
Jan Žambůrek,161200,2019
Aaron Ramsdale,156000,2019
Jack Simpson,156000,2019
Rhys Healey,156000,2019
Matthew Pennington,156000,2019
George Thomas,156000,2019
Freddie Woodman,156000,2019
Jamie Sterry,104000,2019
Yan Valery,104000,2019
Grady Diangana,104000,2019
Steven Sessegnon,100000,2019
Morgan Gibbs-White,78000,2019
Sam Hughes,46800,2019
Connor Ronan,40000,2019
Sean Longstaff,36000,2019
Leif Davis,31000,2019
Regan Booty,26000,2019
Gaetano Berardi,0,2019
Joel Matip,0,2019
Nathaniel Phillips,0,2019
Nicolas Otamendi,0,2019
Odion Ighalo,0,2019
Toby Alderweireld,0,2019
Jose Moutinho,0,2019
